accuracy,precision,recall,predicted tile,total size
0.915,0.7391304347826086,0.8717948717948718,4.875,2.078920602798462
0.88,0.9,0.45,5.0,2.4565272331237793
0.88,0.9411764705882353,0.41025641025641024,4.875,2.5095808506011963
0.91,0.9545454545454546,0.5526315789473685,4.75,2.4330105781555176
0.85,1.0,0.21052631578947367,4.75,2.3180179595947266
0.875,0.7727272727272727,0.4594594594594595,4.625,2.1960525512695312
0.72,0.15384615384615385,0.10526315789473684,4.75,2.1497812271118164
0.825,0.5476190476190477,0.5897435897435898,4.875,2.0874526500701904
0.9,0.7272727272727273,0.8,5.0,2.17846941947937
0.895,0.9166666666666666,0.5365853658536586,5.125,2.193014144897461
0.925,0.9642857142857143,0.6585365853658537,5.125,2.4994993209838867
0.955,1.0,0.7804878048780488,5.125,2.6665115356445312
0.955,1.0,0.7804878048780488,5.125,2.203476905822754
0.915,0.9285714285714286,0.6341463414634146,5.125,2.2980165481567383
0.915,1.0,0.5853658536585366,5.125,2.605027437210083
